Year,Region,Region Code,Livestock type,Value,Value Unit,Value Label,Null Reason
2017,Wellington,Wellington Region,Deer,30953.52471,number,Kilograms of nitrogen leached,
1990,Wellington,Wellington Region,Sheep,3159695.515,number,Kilograms of nitrogen leached,
1991,Wellington,Wellington Region,Sheep,3111061.295,number,Kilograms of nitrogen leached,
1992,Wellington,Wellington Region,Sheep,2994099.866,number,Kilograms of nitrogen leached,
1993,Wellington,Wellington Region,Sheep,2823505.2,number,Kilograms of nitrogen leached,
1994,Wellington,Wellington Region,Sheep,2677273.896,number,Kilograms of nitrogen leached,
1995,Wellington,Wellington Region,Sheep,2647547.574,number,Kilograms of nitrogen leached,
1996,Wellington,Wellington Region,Sheep,2575158.588,number,Kilograms of nitrogen leached,
1997,Wellington,Wellington Region,Sheep,0,number,Kilograms of nitrogen leached,
1998,Wellington,Wellington Region,Sheep,0,number,Kilograms of nitrogen leached,
1999,Wellington,Wellington Region,Sheep,2763888.234,number,Kilograms of nitrogen leached,
2000,Wellington,Wellington Region,Sheep,0,number,Kilograms of nitrogen leached,
2001,Wellington,Wellington Region,Sheep,0,number,Kilograms of nitrogen leached,
2002,Wellington,Wellington Region,Sheep,2206202.616,number,Kilograms of nitrogen leached,
2003,Wellington,Wellington Region,Sheep,2166450.263,number,Kilograms of nitrogen leached,
2004,Wellington,Wellington Region,Sheep,2365528.497,number,Kilograms of nitrogen leached,
2005,Wellington,Wellington Region,Sheep,2481833.858,number,Kilograms of nitrogen leached,
2006,Wellington,Wellington Region,Sheep,2449568.468,number,Kilograms of nitrogen leached,
2007,Wellington,Wellington Region,Sheep,2217797.61,number,Kilograms of nitrogen leached,
2008,Wellington,Wellington Region,Sheep,2165689.517,number,Kilograms of nitrogen leached,
2009,Wellington,Wellington Region,Sheep,2019723.562,number,Kilograms of nitrogen leached,
2010,Wellington,Wellington Region,Sheep,1988748.399,number,Kilograms of nitrogen leached,
2011,Wellington,Wellington Region,Sheep,2002439.402,number,Kilograms of nitrogen leached,
2012,Wellington,Wellington Region,Sheep,2026497.249,number,Kilograms of nitrogen leached,
2013,Wellington,Wellington Region,Sheep,1914628.562,number,Kilograms of nitrogen leached,
2014,Wellington,Wellington Region,Sheep,1898273.12,number,Kilograms of nitrogen leached,
2015,Wellington,Wellington Region,Sheep,1728988.155,number,Kilograms of nitrogen leached,
2016,Wellington,Wellington Region,Sheep,1622718.562,number,Kilograms of nitrogen leached,
2017,Wellington,Wellington Region,Sheep,1840494.119,number,Kilograms of nitrogen leached,
1990,West Coast,West Coast Region,Beef cattle,1420410.001,number,Kilograms of nitrogen leached,
1991,West Coast,West Coast Region,Beef cattle,1401468.882,number,Kilograms of nitrogen leached,
1992,West Coast,West Coast Region,Beef cattle,1353516.925,number,Kilograms of nitrogen leached,
1993,West Coast,West Coast Region,Beef cattle,1355797.591,number,Kilograms of nitrogen leached,
1994,West Coast,West Coast Region,Beef cattle,1309121.261,number,Kilograms of nitrogen leached,
1995,West Coast,West Coast Region,Beef cattle,1275143.212,number,Kilograms of nitrogen leached,
1996,West Coast,West Coast Region,Beef cattle,1158326.758,number,Kilograms of nitrogen leached,
1997,West Coast,West Coast Region,Beef cattle,0,number,Kilograms of nitrogen leached,
1998,West Coast,West Coast Region,Beef cattle,0,number,Kilograms of nitrogen leached,
1999,West Coast,West Coast Region,Beef cattle,1012074.258,number,Kilograms of nitrogen leached,
2000,West Coast,West Coast Region,Beef cattle,0,number,Kilograms of nitrogen leached,
2001,West Coast,West Coast Region,Beef cattle,0,number,Kilograms of nitrogen leached,
2002,West Coast,West Coast Region,Beef cattle,752001.0929,number,Kilograms of nitrogen leached,
2003,West Coast,West Coast Region,Beef cattle,714505.4077,number,Kilograms of nitrogen leached,
2004,West Coast,West Coast Region,Beef cattle,604453.6388,number,Kilograms of nitrogen leached,
2005,West Coast,West Coast Region,Beef cattle,623800.6393,number,Kilograms of nitrogen leached,
2006,West Coast,West Coast Region,Beef cattle,716998.6775,number,Kilograms of nitrogen leached,
2007,West Coast,West Coast Region,Beef cattle,585145.2937,number,Kilograms of nitrogen leached,
2008,West Coast,West Coast Region,Beef cattle,670921.5055,number,Kilograms of nitrogen leached,
2009,West Coast,West Coast Region,Beef cattle,693708.8317,number,Kilograms of nitrogen leached,
2010,West Coast,West Coast Region,Beef cattle,614929.2375,number,Kilograms of nitrogen leached,
2011,West Coast,West Coast Region,Beef cattle,570765.5051,number,Kilograms of nitrogen leached,
2012,West Coast,West Coast Region,Beef cattle,560541.1662,number,Kilograms of nitrogen leached,
2013,West Coast,West Coast Region,Beef cattle,507196.7893,number,Kilograms of nitrogen leached,
2014,West Coast,West Coast Region,Beef cattle,788124.5133,number,Kilograms of nitrogen leached,
2015,West Coast,West Coast Region,Beef cattle,706368.4574,number,Kilograms of nitrogen leached,
2016,West Coast,West Coast Region,Beef cattle,616591.4173,number,Kilograms of nitrogen leached,
2017,West Coast,West Coast Region,Beef cattle,530003.4432,number,Kilograms of nitrogen leached,
1990,West Coast,West Coast Region,Dairy cattle,2538386.463,number,Kilograms of nitrogen leached,
1991,West Coast,West Coast Region,Dairy cattle,2578489.655,number,Kilograms of nitrogen leached,
1992,West Coast,West Coast Region,Dairy cattle,2600568.056,number,Kilograms of nitrogen leached,
1993,West Coast,West Coast Region,Dairy cattle,2763224.086,number,Kilograms of nitrogen leached,
1994,West Coast,West Coast Region,Dairy cattle,3118957.899,number,Kilograms of nitrogen leached,
1995,West Coast,West Coast Region,Dairy cattle,3351351.767,number,Kilograms of nitrogen leached,
1996,West Coast,West Coast Region,Dairy cattle,3582210.772,number,Kilograms of nitrogen leached,
1997,West Coast,West Coast Region,Dairy cattle,0,number,Kilograms of nitrogen leached,
1998,West Coast,West Coast Region,Dairy cattle,0,number,Kilograms of nitrogen leached,
1999,West Coast,West Coast Region,Dairy cattle,4761693.28,number,Kilograms of nitrogen leached,
2000,West Coast,West Coast Region,Dairy cattle,0,number,Kilograms of nitrogen leached,
2001,West Coast,West Coast Region,Dairy cattle,0,number,Kilograms of nitrogen leached,
2002,West Coast,West Coast Region,Dairy cattle,4905261.922,number,Kilograms of nitrogen leached,
2003,West Coast,West Coast Region,Dairy cattle,4823874.874,number,Kilograms of nitrogen leached,
2004,West Coast,West Coast Region,Dairy cattle,5564898.436,number,Kilograms of nitrogen leached,
2005,West Coast,West Coast Region,Dairy cattle,5603033.856,number,Kilograms of nitrogen leached,
2006,West Coast,West Coast Region,Dairy cattle,5853334.449,number,Kilograms of nitrogen leached,
2007,West Coast,West Coast Region,Dairy cattle,6000956.7,number,Kilograms of nitrogen leached,
2008,West Coast,West Coast Region,Dairy cattle,6016226.611,number,Kilograms of nitrogen leached,
2009,West Coast,West Coast Region,Dairy cattle,7060995.451,number,Kilograms of nitrogen leached,
2010,West Coast,West Coast Region,Dairy cattle,6328000.399,number,Kilograms of nitrogen leached,
2011,West Coast,West Coast Region,Dairy cattle,7056745.064,number,Kilograms of nitrogen leached,
2012,West Coast,West Coast Region,Dairy cattle,6834111.345,number,Kilograms of nitrogen leached,
2013,West Coast,West Coast Region,Dairy cattle,7040963.533,number,Kilograms of nitrogen leached,
2014,West Coast,West Coast Region,Dairy cattle,7415233.758,number,Kilograms of nitrogen leached,
2015,West Coast,West Coast Region,Dairy cattle,7174417.826,number,Kilograms of nitrogen leached,
2016,West Coast,West Coast Region,Dairy cattle,7121602.827,number,Kilograms of nitrogen leached,
2017,West Coast,West Coast Region,Dairy cattle,6147477,number,Kilograms of nitrogen leached,
1990,West Coast,West Coast Region,Deer,110169.5615,number,Kilograms of nitrogen leached,
1991,West Coast,West Coast Region,Deer,132374.5125,number,Kilograms of nitrogen leached,
1992,West Coast,West Coast Region,Deer,132903.0995,number,Kilograms of nitrogen leached,
1993,West Coast,West Coast Region,Deer,121050.718,number,Kilograms of nitrogen leached,
1994,West Coast,West Coast Region,Deer,111725.2403,number,Kilograms of nitrogen leached,
1995,West Coast,West Coast Region,Deer,118811.7439,number,Kilograms of nitrogen leached,
1996,West Coast,West Coast Region,Deer,125898.2475,number,Kilograms of nitrogen leached,
1997,West Coast,West Coast Region,Deer,0,number,Kilograms of nitrogen leached,
1998,West Coast,West Coast Region,Deer,0,number,Kilograms of nitrogen leached,
1999,West Coast,West Coast Region,Deer,147162.0558,number,Kilograms of nitrogen leached,
2000,West Coast,West Coast Region,Deer,0,number,Kilograms of nitrogen leached,
2001,West Coast,West Coast Region,Deer,0,number,Kilograms of nitrogen leached,
2002,West Coast,West Coast Region,Deer,142941.9548,number,Kilograms of nitrogen leached,
2003,West Coast,West Coast Region,Deer,152503.7926,number,Kilograms of nitrogen leached,
2004,West Coast,West Coast Region,Deer,188129.6962,number,Kilograms of nitrogen leached,
2005,West Coast,West Coast Region,Deer,206595.8612,number,Kilograms of nitrogen leached,
2006,West Coast,West Coast Region,Deer,206462.6401,number,Kilograms of nitrogen leached,
2007,West Coast,West Coast Region,Deer,179440.2418,number,Kilograms of nitrogen leached,
2008,West Coast,West Coast Region,Deer,150217.5465,number,Kilograms of nitrogen leached,
2009,West Coast,West Coast Region,Deer,172594.3957,number,Kilograms of nitrogen leached,
2010,West Coast,West Coast Region,Deer,138915.2393,number,Kilograms of nitrogen leached,
2011,West Coast,West Coast Region,Deer,130702.8024,number,Kilograms of nitrogen leached,
2012,West Coast,West Coast Region,Deer,146869.8289,number,Kilograms of nitrogen leached,
2013,West Coast,West Coast Region,Deer,140638.5188,number,Kilograms of nitrogen leached,
2014,West Coast,West Coast Region,Deer,135060.422,number,Kilograms of nitrogen leached,
2015,West Coast,West Coast Region,Deer,125799.406,number,Kilograms of nitrogen leached,
2016,West Coast,West Coast Region,Deer,123874.1461,number,Kilograms of nitrogen leached,
2017,West Coast,West Coast Region,Deer,121789.8803,number,Kilograms of nitrogen leached,
1990,West Coast,West Coast Region,Sheep,761150.5091,number,Kilograms of nitrogen leached,
1991,West Coast,West Coast Region,Sheep,631644.0064,number,Kilograms of nitrogen leached,
1992,West Coast,West Coast Region,Sheep,598398.3074,number,Kilograms of nitrogen leached,
1993,West Coast,West Coast Region,Sheep,576426.2868,number,Kilograms of nitrogen leached,
1994,West Coast,West Coast Region,Sheep,525677.7407,number,Kilograms of nitrogen leached,
1995,West Coast,West Coast Region,Sheep,537092.2187,number,Kilograms of nitrogen leached,
1996,West Coast,West Coast Region,Sheep,419641.0751,number,Kilograms of nitrogen leached,
1997,West Coast,West Coast Region,Sheep,0,number,Kilograms of nitrogen leached,
1998,West Coast,West Coast Region,Sheep,0,number,Kilograms of nitrogen leached,
1999,West Coast,West Coast Region,Sheep,252072.556,number,Kilograms of nitrogen leached,
2000,West Coast,West Coast Region,Sheep,0,number,Kilograms of nitrogen leached,
2001,West Coast,West Coast Region,Sheep,0,number,Kilograms of nitrogen leached,
2002,West Coast,West Coast Region,Sheep,224570.5096,number,Kilograms of nitrogen leached,
2003,West Coast,West Coast Region,Sheep,203863.2578,number,Kilograms of nitrogen leached,
2004,West Coast,West Coast Region,Sheep,198918.2787,number,Kilograms of nitrogen leached,
2005,West Coast,West Coast Region,Sheep,182039.3196,number,Kilograms of nitrogen leached,
2006,West Coast,West Coast Region,Sheep,189513.8364,number,Kilograms of nitrogen leached,
2007,West Coast,West Coast Region,Sheep,131317.4768,number,Kilograms of nitrogen leached,
2008,West Coast,West Coast Region,Sheep,104764.614,number,Kilograms of nitrogen leached,
2009,West Coast,West Coast Region,Sheep,104116.4503,number,Kilograms of nitrogen leached,
2010,West Coast,West Coast Region,Sheep,100800.3769,number,Kilograms of nitrogen leached,
2011,West Coast,West Coast Region,Sheep,84426.3543,number,Kilograms of nitrogen leached,
2012,West Coast,West Coast Region,Sheep,141005.946,number,Kilograms of nitrogen leached,
2013,West Coast,West Coast Region,Sheep,79809.09839,number,Kilograms of nitrogen leached,
2014,West Coast,West Coast Region,Sheep,142358.1077,number,Kilograms of nitrogen leached,
2015,West Coast,West Coast Region,Sheep,59910.23054,number,Kilograms of nitrogen leached,
2016,West Coast,West Coast Region,Sheep,56193.60657,number,Kilograms of nitrogen leached,
2017,West Coast,West Coast Region,Sheep,98035.36408,number,Kilograms of nitrogen leached,
1990,New Zealand,Total New Zealand,Beef cattle,49099895.9,number,Kilograms of nitrogen leached,
1991,New Zealand,Total New Zealand,Beef cattle,49926975.45,number,Kilograms of nitrogen leached,
1992,New Zealand,Total New Zealand,Beef cattle,49951938.48,number,Kilograms of nitrogen leached,
1993,New Zealand,Total New Zealand,Beef cattle,50840815.13,number,Kilograms of nitrogen leached,
1994,New Zealand,Total New Zealand,Beef cattle,53683872.41,number,Kilograms of nitrogen leached,
1995,New Zealand,Total New Zealand,Beef cattle,54943483.45,number,Kilograms of nitrogen leached,
1996,New Zealand,Total New Zealand,Beef cattle,51183260.98,number,Kilograms of nitrogen leached,
1997,New Zealand,Total New Zealand,Beef cattle,0,number,Kilograms of nitrogen leached,
1998,New Zealand,Total New Zealand,Beef cattle,0,number,Kilograms of nitrogen leached,
1999,New Zealand,Total New Zealand,Beef cattle,48426890.8,number,Kilograms of nitrogen leached,
2000,New Zealand,Total New Zealand,Beef cattle,0,number,Kilograms of nitrogen leached,
2001,New Zealand,Total New Zealand,Beef cattle,0,number,Kilograms of nitrogen leached,
2002,New Zealand,Total New Zealand,Beef cattle,46879961.45,number,Kilograms of nitrogen leached,
2003,New Zealand,Total New Zealand,Beef cattle,48072196.15,number,Kilograms of nitrogen leached,
2004,New Zealand,Total New Zealand,Beef cattle,46102269.49,number,Kilograms of nitrogen leached,
2005,New Zealand,Total New Zealand,Beef cattle,45885127.17,number,Kilograms of nitrogen leached,
2006,New Zealand,Total New Zealand,Beef cattle,46082945.24,number,Kilograms of nitrogen leached,
2007,New Zealand,Total New Zealand,Beef cattle,45462219.5,number,Kilograms of nitrogen leached,
2008,New Zealand,Total New Zealand,Beef cattle,42684142,number,Kilograms of nitrogen leached,
2009,New Zealand,Total New Zealand,Beef cattle,42301281.65,number,Kilograms of nitrogen leached,
2010,New Zealand,Total New Zealand,Beef cattle,40723160,number,Kilograms of nitrogen leached,
2011,New Zealand,Total New Zealand,Beef cattle,39561070.95,number,Kilograms of nitrogen leached,
2012,New Zealand,Total New Zealand,Beef cattle,38449940.82,number,Kilograms of nitrogen leached,
2013,New Zealand,Total New Zealand,Beef cattle,38075668.46,number,Kilograms of nitrogen leached,
2014,New Zealand,Total New Zealand,Beef cattle,37873378.3,number,Kilograms of nitrogen leached,
2015,New Zealand,Total New Zealand,Beef cattle,36609410.06,number,Kilograms of nitrogen leached,
2016,New Zealand,Total New Zealand,Beef cattle,36447197.32,number,Kilograms of nitrogen leached,
2017,New Zealand,Total New Zealand,Beef cattle,37244652.15,number,Kilograms of nitrogen leached,
1990,New Zealand,Total New Zealand,Dairy cattle,73469999.34,number,Kilograms of nitrogen leached,
1991,New Zealand,Total New Zealand,Dairy cattle,73091856.1,number,Kilograms of nitrogen leached,
1992,New Zealand,Total New Zealand,Dairy cattle,73709286.85,number,Kilograms of nitrogen leached,
1993,New Zealand,Total New Zealand,Dairy cattle,75320012.29,number,Kilograms of nitrogen leached,
1994,New Zealand,Total New Zealand,Dairy cattle,80872933.28,number,Kilograms of nitrogen leached,
1995,New Zealand,Total New Zealand,Dairy cattle,86094252.83,number,Kilograms of nitrogen leached,
1996,New Zealand,Total New Zealand,Dairy cattle,87662801.65,number,Kilograms of nitrogen leached,
1997,New Zealand,Total New Zealand,Dairy cattle,0,number,Kilograms of nitrogen leached,
1998,New Zealand,Total New Zealand,Dairy cattle,0,number,Kilograms of nitrogen leached,
1999,New Zealand,Total New Zealand,Dairy cattle,90436017.97,number,Kilograms of nitrogen leached,
2000,New Zealand,Total New Zealand,Dairy cattle,0,number,Kilograms of nitrogen leached,
2001,New Zealand,Total New Zealand,Dairy cattle,0,number,Kilograms of nitrogen leached,
2002,New Zealand,Total New Zealand,Dairy cattle,105760231.2,number,Kilograms of nitrogen leached,
2003,New Zealand,Total New Zealand,Dairy cattle,104754988.9,number,Kilograms of nitrogen leached,
2004,New Zealand,Total New Zealand,Dairy cattle,106131167.9,number,Kilograms of nitrogen leached,
2005,New Zealand,Total New Zealand,Dairy cattle,104977697.6,number,Kilograms of nitrogen leached,
2006,New Zealand,Total New Zealand,Dairy cattle,106238377,number,Kilograms of nitrogen leached,
2007,New Zealand,Total New Zealand,Dairy cattle,107209270,number,Kilograms of nitrogen leached,
2008,New Zealand,Total New Zealand,Dairy cattle,112975882.9,number,Kilograms of nitrogen leached,
2009,New Zealand,Total New Zealand,Dairy cattle,118410084.3,number,Kilograms of nitrogen leached,
2010,New Zealand,Total New Zealand,Dairy cattle,118854915.5,number,Kilograms of nitrogen leached,
2011,New Zealand,Total New Zealand,Dairy cattle,124142732.3,number,Kilograms of nitrogen leached,
2012,New Zealand,Total New Zealand,Dairy cattle,128560706,number,Kilograms of nitrogen leached,
2013,New Zealand,Total New Zealand,Dairy cattle,129653073.7,number,Kilograms of nitrogen leached,
2014,New Zealand,Total New Zealand,Dairy cattle,133535458.7,number,Kilograms of nitrogen leached,
2015,New Zealand,Total New Zealand,Dairy cattle,128692399.2,number,Kilograms of nitrogen leached,
2016,New Zealand,Total New Zealand,Dairy cattle,131887275.3,number,Kilograms of nitrogen leached,
2017,New Zealand,Total New Zealand,Dairy cattle,129806132,number,Kilograms of nitrogen leached,
1990,New Zealand,Total New Zealand,Deer,2222320.844,number,Kilograms of nitrogen leached,
1991,New Zealand,Total New Zealand,Deer,2528111.047,number,Kilograms of nitrogen leached,
1992,New Zealand,Total New Zealand,Deer,2506658.936,number,Kilograms of nitrogen leached,
1993,New Zealand,Total New Zealand,Deer,2358182.321,number,Kilograms of nitrogen leached,
1994,New Zealand,Total New Zealand,Deer,2654502.456,number,Kilograms of nitrogen leached,
1995,New Zealand,Total New Zealand,Deer,2513406.787,number,Kilograms of nitrogen leached,
1996,New Zealand,Total New Zealand,Deer,2550017.424,number,Kilograms of nitrogen leached,
1997,New Zealand,Total New Zealand,Deer,0,number,Kilograms of nitrogen leached,
1998,New Zealand,Total New Zealand,Deer,0,number,Kilograms of nitrogen leached,
1999,New Zealand,Total New Zealand,Deer,3351660.099,number,Kilograms of nitrogen leached,
2000,New Zealand,Total New Zealand,Deer,0,number,Kilograms of nitrogen leached,
2001,New Zealand,Total New Zealand,Deer,0,number,Kilograms of nitrogen leached,
2002,New Zealand,Total New Zealand,Deer,3295706.465,number,Kilograms of nitrogen leached,
2003,New Zealand,Total New Zealand,Deer,3354204.772,number,Kilograms of nitrogen leached,
2004,New Zealand,Total New Zealand,Deer,3499276.304,number,Kilograms of nitrogen leached,
2005,New Zealand,Total New Zealand,Deer,3400217.638,number,Kilograms of nitrogen leached,
2006,New Zealand,Total New Zealand,Deer,3136518.474,number,Kilograms of nitrogen leached,
2007,New Zealand,Total New Zealand,Deer,2760218.797,number,Kilograms of nitrogen leached,
2008,New Zealand,Total New Zealand,Deer,2404847.251,number,Kilograms of nitrogen leached,
2009,New Zealand,Total New Zealand,Deer,2279762.835,number,Kilograms of nitrogen leached,
2010,New Zealand,Total New Zealand,Deer,2203095.009,number,Kilograms of nitrogen leached,
2011,New Zealand,Total New Zealand,Deer,2133011.274,number,Kilograms of nitrogen leached,
2012,New Zealand,Total New Zealand,Deer,2094074.62,number,Kilograms of nitrogen leached,
2013,New Zealand,Total New Zealand,Deer,2039352.008,number,Kilograms of nitrogen leached,
2014,New Zealand,Total New Zealand,Deer,1896521.829,number,Kilograms of nitrogen leached,
2015,New Zealand,Total New Zealand,Deer,1785907.703,number,Kilograms of nitrogen leached,
2016,New Zealand,Total New Zealand,Deer,1654903.055,number,Kilograms of nitrogen leached,
2017,New Zealand,Total New Zealand,Deer,1644536.227,number,Kilograms of nitrogen leached,
1990,New Zealand,Total New Zealand,Sheep,64124955.29,number,Kilograms of nitrogen leached,
1991,New Zealand,Total New Zealand,Sheep,61086328.89,number,Kilograms of nitrogen leached,
1992,New Zealand,Total New Zealand,Sheep,58136049.68,number,Kilograms of nitrogen leached,
1993,New Zealand,Total New Zealand,Sheep,55698006.51,number,Kilograms of nitrogen leached,
1994,New Zealand,Total New Zealand,Sheep,54535605.67,number,Kilograms of nitrogen leached,
1995,New Zealand,Total New Zealand,Sheep,53891379.21,number,Kilograms of nitrogen leached,
1996,New Zealand,Total New Zealand,Sheep,52186500.84,number,Kilograms of nitrogen leached,
1997,New Zealand,Total New Zealand,Sheep,0,number,Kilograms of nitrogen leached,
1998,New Zealand,Total New Zealand,Sheep,0,number,Kilograms of nitrogen leached,
1999,New Zealand,Total New Zealand,Sheep,50143067.16,number,Kilograms of nitrogen leached,
2000,New Zealand,Total New Zealand,Sheep,0,number,Kilograms of nitrogen leached,
2001,New Zealand,Total New Zealand,Sheep,0,number,Kilograms of nitrogen leached,
2002,New Zealand,Total New Zealand,Sheep,43686027.07,number,Kilograms of nitrogen leached,
2003,New Zealand,Total New Zealand,Sheep,43551351.05,number,Kilograms of nitrogen leached,
2004,New Zealand,Total New Zealand,Sheep,43329091.72,number,Kilograms of nitrogen leached,
2005,New Zealand,Total New Zealand,Sheep,43999454.47,number,Kilograms of nitrogen leached,
2006,New Zealand,Total New Zealand,Sheep,44378463.65,number,Kilograms of nitrogen leached,
2007,New Zealand,Total New Zealand,Sheep,42564594.26,number,Kilograms of nitrogen leached,
2008,New Zealand,Total New Zealand,Sheep,37903424.01,number,Kilograms of nitrogen leached,
2009,New Zealand,Total New Zealand,Sheep,35975649.9,number,Kilograms of nitrogen leached,
2010,New Zealand,Total New Zealand,Sheep,36111647.94,number,Kilograms of nitrogen leached,
2011,New Zealand,Total New Zealand,Sheep,34539569,number,Kilograms of nitrogen leached,
2012,New Zealand,Total New Zealand,Sheep,34641327.06,number,Kilograms of nitrogen leached,
2013,New Zealand,Total New Zealand,Sheep,34056253.89,number,Kilograms of nitrogen leached,
2014,New Zealand,Total New Zealand,Sheep,32926668.4,number,Kilograms of nitrogen leached,
2015,New Zealand,Total New Zealand,Sheep,32336696.71,number,Kilograms of nitrogen leached,
2016,New Zealand,Total New Zealand,Sheep,30619546.83,number,Kilograms of nitrogen leached,
2017,New Zealand,Total New Zealand,Sheep,30493616.19,number,Kilograms of nitrogen leached,
1990,North Island,Total North Island,Beef cattle,40548815.45,number,Kilograms of nitrogen leached,
1990,North Island,Total North Island,Dairy cattle,66070361.7,number,Kilograms of nitrogen leached,
1990,North Island,Total North Island,Deer,1451172.082,number,Kilograms of nitrogen leached,
1990,North Island,Total North Island,Sheep,36771200.41,number,Kilograms of nitrogen leached,
1991,North Island,Total North Island,Beef cattle,41253030.71,number,Kilograms of nitrogen leached,
1991,North Island,Total North Island,Dairy cattle,65398135.98,number,Kilograms of nitrogen leached,
1991,North Island,Total North Island,Deer,1616647.016,number,Kilograms of nitrogen leached,
1991,North Island,Total North Island,Sheep,34722459.5,number,Kilograms of nitrogen leached,
1992,North Island,Total North Island,Beef cattle,41341176.28,number,Kilograms of nitrogen leached,
1992,North Island,Total North Island,Dairy cattle,65701838.1,number,Kilograms of nitrogen leached,
1992,North Island,Total North Island,Deer,1562764.582,number,Kilograms of nitrogen leached,
1992,North Island,Total North Island,Sheep,32603929.12,number,Kilograms of nitrogen leached,
1993,North Island,Total North Island,Beef cattle,41731479.55,number,Kilograms of nitrogen leached,
1993,North Island,Total North Island,Dairy cattle,66058552.43,number,Kilograms of nitrogen leached,
1993,North Island,Total North Island,Deer,1409746.418,number,Kilograms of nitrogen leached,
1993,North Island,Total North Island,Sheep,30779707.24,number,Kilograms of nitrogen leached,
1994,North Island,Total North Island,Beef cattle,43543056.94,number,Kilograms of nitrogen leached,
1994,North Island,Total North Island,Dairy cattle,69365351.63,number,Kilograms of nitrogen leached,
1994,North Island,Total North Island,Deer,1552407.497,number,Kilograms of nitrogen leached,
1994,North Island,Total North Island,Sheep,29630374.87,number,Kilograms of nitrogen leached,
1995,North Island,Total North Island,Beef cattle,44283707.88,number,Kilograms of nitrogen leached,
1995,North Island,Total North Island,Dairy cattle,73513400.04,number,Kilograms of nitrogen leached,
1995,North Island,Total North Island,Deer,1383497.14,number,Kilograms of nitrogen leached,
1995,North Island,Total North Island,Sheep,29478087.18,number,Kilograms of nitrogen leached,
1996,North Island,Total North Island,Beef cattle,40765125.26,number,Kilograms of nitrogen leached,
1996,North Island,Total North Island,Dairy cattle,74369430.94,number,Kilograms of nitrogen leached,
1996,North Island,Total North Island,Deer,1390101.194,number,Kilograms of nitrogen leached,
1996,North Island,Total North Island,Sheep,28453183.63,number,Kilograms of nitrogen leached,
1997,North Island,Total North Island,Beef cattle,,number,Kilograms of nitrogen leached,not available
1997,North Island,Total North Island,Dairy cattle,,number,Kilograms of nitrogen leached,not available
1997,North Island,Total North Island,Deer,,number,Kilograms of nitrogen leached,not available
1997,North Island,Total North Island,Sheep,,number,Kilograms of nitrogen leached,not available
1998,North Island,Total North Island,Beef cattle,,number,Kilograms of nitrogen leached,not available
1998,North Island,Total North Island,Dairy cattle,,number,Kilograms of nitrogen leached,not available
1998,North Island,Total North Island,Deer,,number,Kilograms of nitrogen leached,not available
1998,North Island,Total North Island,Sheep,,number,Kilograms of nitrogen leached,not available
1999,North Island,Total North Island,Beef cattle,37675290.58,number,Kilograms of nitrogen leached,
1999,North Island,Total North Island,Dairy cattle,73127529.26,number,Kilograms of nitrogen leached,
1999,North Island,Total North Island,Deer,1527676.061,number,Kilograms of nitrogen leached,
1999,North Island,Total North Island,Sheep,26931098.35,number,Kilograms of nitrogen leached,
2000,North Island,Total North Island,Beef cattle,,number,Kilograms of nitrogen leached,not available
2000,North Island,Total North Island,Dairy cattle,,number,Kilograms of nitrogen leached,not available
2000,North Island,Total North Island,Deer,,number,Kilograms of nitrogen leached,not available
2000,North Island,Total North Island,Sheep,,number,Kilograms of nitrogen leached,not available
2001,North Island,Total North Island,Beef cattle,,number,Kilograms of nitrogen leached,not available
2001,North Island,Total North Island,Dairy cattle,,number,Kilograms of nitrogen leached,not available
2001,North Island,Total North Island,Deer,,number,Kilograms of nitrogen leached,not available
2001,North Island,Total North Island,Sheep,,number,Kilograms of nitrogen leached,not available
2002,North Island,Total North Island,Beef cattle,37089857.68,number,Kilograms of nitrogen leached,
2002,North Island,Total North Island,Dairy cattle,80806010.19,number,Kilograms of nitrogen leached,
2002,North Island,Total North Island,Deer,1499948.553,number,Kilograms of nitrogen leached,
2002,North Island,Total North Island,Sheep,24180379.07,number,Kilograms of nitrogen leached,
2003,North Island,Total North Island,Beef cattle,37713181.69,number,Kilograms of nitrogen leached,
2003,North Island,Total North Island,Dairy cattle,80054839.17,number,Kilograms of nitrogen leached,
2003,North Island,Total North Island,Deer,1494368.955,number,Kilograms of nitrogen leached,
2003,North Island,Total North Island,Sheep,24083409.09,number,Kilograms of nitrogen leached,
2004,North Island,Total North Island,Beef cattle,36309276.29,number,Kilograms of nitrogen leached,
2004,North Island,Total North Island,Dairy cattle,80011785.69,number,Kilograms of nitrogen leached,
2004,North Island,Total North Island,Deer,1524074.925,number,Kilograms of nitrogen leached,
2004,North Island,Total North Island,Sheep,24469036.61,number,Kilograms of nitrogen leached,
2005,North Island,Total North Island,Beef cattle,36036204,number,Kilograms of nitrogen leached,
2005,North Island,Total North Island,Dairy cattle,78948148.84,number,Kilograms of nitrogen leached,
2005,North Island,Total North Island,Deer,1399788.105,number,Kilograms of nitrogen leached,
2005,North Island,Total North Island,Sheep,24881243.5,number,Kilograms of nitrogen leached,
2006,North Island,Total North Island,Beef cattle,36130082.5,number,Kilograms of nitrogen leached,
2006,North Island,Total North Island,Dairy cattle,78513074.34,number,Kilograms of nitrogen leached,
2006,North Island,Total North Island,Deer,1232340.495,number,Kilograms of nitrogen leached,
