Region,Region Code,Year,Measure,Age,Value,Value Unit,Value Label,Null Reason
Otago,Otago Region,2013,Age in five-year groups for the census usually resident population count,0-4,11679,number,Number of people,
Otago,Otago Region,2013,Age in five-year groups for the census usually resident population count,5-9,11484,number,Number of people,
Otago,Otago Region,2013,Age in five-year groups for the census usually resident population count,10-14,11754,number,Number of people,
Otago,Otago Region,2013,Age in five-year groups for the census usually resident population count,15-19,16701,number,Number of people,
Otago,Otago Region,2013,Age in five-year groups for the census usually resident population count,20-24,17034,number,Number of people,
Otago,Otago Region,2013,Age in five-year groups for the census usually resident population count,25-29,11448,number,Number of people,
Otago,Otago Region,2013,Age in five-year groups for the census usually resident population count,30-34,11601,number,Number of people,
Otago,Otago Region,2013,Age in five-year groups for the census usually resident population count,35-39,12111,number,Number of people,
Otago,Otago Region,2013,Age in five-year groups for the census usually resident population count,40-44,13941,number,Number of people,
Otago,Otago Region,2013,Age in five-year groups for the census usually resident population count,45-49,13674,number,Number of people,
Otago,Otago Region,2013,Age in five-year groups for the census usually resident population count,50-54,14436,number,Number of people,
Otago,Otago Region,2013,Age in five-year groups for the census usually resident population count,55-59,13080,number,Number of people,
Otago,Otago Region,2013,Age in five-year groups for the census usually resident population count,60-64,11838,number,Number of people,
Otago,Otago Region,2013,Age in five-year groups for the census usually resident population count,65-*,31695,number,Number of people,
Otago,Otago Region,2013,Age in five-year groups for the census usually resident population count,Total people,202470,number,Number of people,
Otago,Otago Region,2001,Age in broad groups for the census usually resident population count,*-14,34629,number,Number of people,
Otago,Otago Region,2001,Age in broad groups for the census usually resident population count,15-64,121566,number,Number of people,
Otago,Otago Region,2001,Age in broad groups for the census usually resident population count,65-*,25350,number,Number of people,
Otago,Otago Region,2001,Age in broad groups for the census usually resident population count,Total people,181539,number,Number of people,
Otago,Otago Region,2006,Age in broad groups for the census usually resident population count,*-14,34149,number,Number of people,
Otago,Otago Region,2006,Age in broad groups for the census usually resident population count,15-64,132837,number,Number of people,
Otago,Otago Region,2006,Age in broad groups for the census usually resident population count,65-*,26817,number,Number of people,
Otago,Otago Region,2006,Age in broad groups for the census usually resident population count,Total people,193803,number,Number of people,
Otago,Otago Region,2013,Age in broad groups for the census usually resident population count,*-14,34914,number,Number of people,
Otago,Otago Region,2013,Age in broad groups for the census usually resident population count,15-64,135858,number,Number of people,
Otago,Otago Region,2013,Age in broad groups for the census usually resident population count,65-*,31695,number,Number of people,
Otago,Otago Region,2013,Age in broad groups for the census usually resident population count,Total people,202470,number,Number of people,
Southland,Southland Region,2001,Age in five-year groups for the census usually resident population count,0-4,6273,number,Number of people,
Southland,Southland Region,2001,Age in five-year groups for the census usually resident population count,5-9,6912,number,Number of people,
Southland,Southland Region,2001,Age in five-year groups for the census usually resident population count,10-14,7380,number,Number of people,
Southland,Southland Region,2001,Age in five-year groups for the census usually resident population count,15-19,6408,number,Number of people,
Southland,Southland Region,2001,Age in five-year groups for the census usually resident population count,20-24,4809,number,Number of people,
Southland,Southland Region,2001,Age in five-year groups for the census usually resident population count,25-29,5376,number,Number of people,
Southland,Southland Region,2001,Age in five-year groups for the census usually resident population count,30-34,6105,number,Number of people,
Southland,Southland Region,2001,Age in five-year groups for the census usually resident population count,35-39,7338,number,Number of people,
Southland,Southland Region,2001,Age in five-year groups for the census usually resident population count,40-44,7308,number,Number of people,
Southland,Southland Region,2001,Age in five-year groups for the census usually resident population count,45-49,6477,number,Number of people,
Southland,Southland Region,2001,Age in five-year groups for the census usually resident population count,50-54,5931,number,Number of people,
Southland,Southland Region,2001,Age in five-year groups for the census usually resident population count,55-59,4596,number,Number of people,
Southland,Southland Region,2001,Age in five-year groups for the census usually resident population count,60-64,4146,number,Number of people,
Southland,Southland Region,2001,Age in five-year groups for the census usually resident population count,65-*,11946,number,Number of people,
Southland,Southland Region,2001,Age in five-year groups for the census usually resident population count,Total people,91005,number,Number of people,
Southland,Southland Region,2006,Age in five-year groups for the census usually resident population count,0-4,6039,number,Number of people,
Southland,Southland Region,2006,Age in five-year groups for the census usually resident population count,5-9,6264,number,Number of people,
Southland,Southland Region,2006,Age in five-year groups for the census usually resident population count,10-14,6981,number,Number of people,
Southland,Southland Region,2006,Age in five-year groups for the census usually resident population count,15-19,6318,number,Number of people,
Southland,Southland Region,2006,Age in five-year groups for the census usually resident population count,20-24,5226,number,Number of people,
Southland,Southland Region,2006,Age in five-year groups for the census usually resident population count,25-29,5016,number,Number of people,
Southland,Southland Region,2006,Age in five-year groups for the census usually resident population count,30-34,5751,number,Number of people,
Southland,Southland Region,2006,Age in five-year groups for the census usually resident population count,35-39,6345,number,Number of people,
Southland,Southland Region,2006,Age in five-year groups for the census usually resident population count,40-44,7305,number,Number of people,
Southland,Southland Region,2006,Age in five-year groups for the census usually resident population count,45-49,7074,number,Number of people,
Southland,Southland Region,2006,Age in five-year groups for the census usually resident population count,50-54,6105,number,Number of people,
Southland,Southland Region,2006,Age in five-year groups for the census usually resident population count,55-59,5544,number,Number of people,
Southland,Southland Region,2006,Age in five-year groups for the census usually resident population count,60-64,4272,number,Number of people,
Southland,Southland Region,2006,Age in five-year groups for the census usually resident population count,65-*,12639,number,Number of people,
Southland,Southland Region,2006,Age in five-year groups for the census usually resident population count,Total people,90876,number,Number of people,
Southland,Southland Region,2013,Age in five-year groups for the census usually resident population count,0-4,6444,number,Number of people,
Southland,Southland Region,2013,Age in five-year groups for the census usually resident population count,5-9,6417,number,Number of people,
Southland,Southland Region,2013,Age in five-year groups for the census usually resident population count,10-14,6336,number,Number of people,
Southland,Southland Region,2013,Age in five-year groups for the census usually resident population count,15-19,5961,number,Number of people,
Southland,Southland Region,2013,Age in five-year groups for the census usually resident population count,20-24,5490,number,Number of people,
Southland,Southland Region,2013,Age in five-year groups for the census usually resident population count,25-29,5364,number,Number of people,
Southland,Southland Region,2013,Age in five-year groups for the census usually resident population count,30-34,5385,number,Number of people,
Southland,Southland Region,2013,Age in five-year groups for the census usually resident population count,35-39,5766,number,Number of people,
Southland,Southland Region,2013,Age in five-year groups for the census usually resident population count,40-44,6384,number,Number of people,
Southland,Southland Region,2013,Age in five-year groups for the census usually resident population count,45-49,6636,number,Number of people,
Southland,Southland Region,2013,Age in five-year groups for the census usually resident population count,50-54,7065,number,Number of people,
Southland,Southland Region,2013,Age in five-year groups for the census usually resident population count,55-59,6168,number,Number of people,
Southland,Southland Region,2013,Age in five-year groups for the census usually resident population count,60-64,5310,number,Number of people,
Southland,Southland Region,2013,Age in five-year groups for the census usually resident population count,65-*,14616,number,Number of people,
Southland,Southland Region,2013,Age in five-year groups for the census usually resident population count,Total people,93342,number,Number of people,
Southland,Southland Region,2001,Age in broad groups for the census usually resident population count,*-14,20565,number,Number of people,
Southland,Southland Region,2001,Age in broad groups for the census usually resident population count,15-64,58491,number,Number of people,
Southland,Southland Region,2001,Age in broad groups for the census usually resident population count,65-*,11946,number,Number of people,
Southland,Southland Region,2001,Age in broad groups for the census usually resident population count,Total people,91005,number,Number of people,
Southland,Southland Region,2006,Age in broad groups for the census usually resident population count,*-14,19281,number,Number of people,
Southland,Southland Region,2006,Age in broad groups for the census usually resident population count,15-64,58953,number,Number of people,
Southland,Southland Region,2006,Age in broad groups for the census usually resident population count,65-*,12639,number,Number of people,
Southland,Southland Region,2006,Age in broad groups for the census usually resident population count,Total people,90876,number,Number of people,
Southland,Southland Region,2013,Age in broad groups for the census usually resident population count,*-14,19194,number,Number of people,
Southland,Southland Region,2013,Age in broad groups for the census usually resident population count,15-64,59529,number,Number of people,
Southland,Southland Region,2013,Age in broad groups for the census usually resident population count,65-*,14616,number,Number of people,
Southland,Southland Region,2013,Age in broad groups for the census usually resident population count,Total people,93342,number,Number of people,
Chatham Islands,Area Outside Region,2001,Age in five-year groups for the census usually resident population count,0-4,60,number,Number of people,
Chatham Islands,Area Outside Region,2001,Age in five-year groups for the census usually resident population count,5-9,63,number,Number of people,
Chatham Islands,Area Outside Region,2001,Age in five-year groups for the census usually resident population count,10-14,48,number,Number of people,
Chatham Islands,Area Outside Region,2001,Age in five-year groups for the census usually resident population count,15-19,42,number,Number of people,
Chatham Islands,Area Outside Region,2001,Age in five-year groups for the census usually resident population count,20-24,36,number,Number of people,
Chatham Islands,Area Outside Region,2001,Age in five-year groups for the census usually resident population count,25-29,57,number,Number of people,
Chatham Islands,Area Outside Region,2001,Age in five-year groups for the census usually resident population count,30-34,78,number,Number of people,
Chatham Islands,Area Outside Region,2001,Age in five-year groups for the census usually resident population count,35-39,57,number,Number of people,
Chatham Islands,Area Outside Region,2001,Age in five-year groups for the census usually resident population count,40-44,63,number,Number of people,
Chatham Islands,Area Outside Region,2001,Age in five-year groups for the census usually resident population count,45-49,48,number,Number of people,
Chatham Islands,Area Outside Region,2001,Age in five-year groups for the census usually resident population count,50-54,60,number,Number of people,
Chatham Islands,Area Outside Region,2001,Age in five-year groups for the census usually resident population count,55-59,36,number,Number of people,
Chatham Islands,Area Outside Region,2001,Age in five-year groups for the census usually resident population count,60-64,30,number,Number of people,
Chatham Islands,Area Outside Region,2001,Age in five-year groups for the census usually resident population count,65-*,42,number,Number of people,
Chatham Islands,Area Outside Region,2001,Age in five-year groups for the census usually resident population count,Total people,726,number,Number of people,
Chatham Islands,Area Outside Region,2006,Age in five-year groups for the census usually resident population count,0-4,51,number,Number of people,
Chatham Islands,Area Outside Region,2006,Age in five-year groups for the census usually resident population count,5-9,51,number,Number of people,
Chatham Islands,Area Outside Region,2006,Age in five-year groups for the census usually resident population count,10-14,36,number,Number of people,
Chatham Islands,Area Outside Region,2006,Age in five-year groups for the census usually resident population count,15-19,30,number,Number of people,
Chatham Islands,Area Outside Region,2006,Age in five-year groups for the census usually resident population count,20-24,36,number,Number of people,
Chatham Islands,Area Outside Region,2006,Age in five-year groups for the census usually resident population count,25-29,30,number,Number of people,
Chatham Islands,Area Outside Region,2006,Age in five-year groups for the census usually resident population count,30-34,60,number,Number of people,
Chatham Islands,Area Outside Region,2006,Age in five-year groups for the census usually resident population count,35-39,69,number,Number of people,
Chatham Islands,Area Outside Region,2006,Age in five-year groups for the census usually resident population count,40-44,54,number,Number of people,
Chatham Islands,Area Outside Region,2006,Age in five-year groups for the census usually resident population count,45-49,42,number,Number of people,
Chatham Islands,Area Outside Region,2006,Age in five-year groups for the census usually resident population count,50-54,42,number,Number of people,
Chatham Islands,Area Outside Region,2006,Age in five-year groups for the census usually resident population count,55-59,39,number,Number of people,
Chatham Islands,Area Outside Region,2006,Age in five-year groups for the census usually resident population count,60-64,27,number,Number of people,
Chatham Islands,Area Outside Region,2006,Age in five-year groups for the census usually resident population count,65-*,51,number,Number of people,
Chatham Islands,Area Outside Region,2006,Age in five-year groups for the census usually resident population count,Total people,621,number,Number of people,
Chatham Islands,Area Outside Region,2013,Age in five-year groups for the census usually resident population count,0-4,39,number,Number of people,
Chatham Islands,Area Outside Region,2013,Age in five-year groups for the census usually resident population count,5-9,54,number,Number of people,
Chatham Islands,Area Outside Region,2013,Age in five-year groups for the census usually resident population count,10-14,33,number,Number of people,
Chatham Islands,Area Outside Region,2013,Age in five-year groups for the census usually resident population count,15-19,24,number,Number of people,
Chatham Islands,Area Outside Region,2013,Age in five-year groups for the census usually resident population count,20-24,36,number,Number of people,
Chatham Islands,Area Outside Region,2013,Age in five-year groups for the census usually resident population count,25-29,33,number,Number of people,
Chatham Islands,Area Outside Region,2013,Age in five-year groups for the census usually resident population count,30-34,30,number,Number of people,
Chatham Islands,Area Outside Region,2013,Age in five-year groups for the census usually resident population count,35-39,39,number,Number of people,
Chatham Islands,Area Outside Region,2013,Age in five-year groups for the census usually resident population count,40-44,51,number,Number of people,
Chatham Islands,Area Outside Region,2013,Age in five-year groups for the census usually resident population count,45-49,45,number,Number of people,
Chatham Islands,Area Outside Region,2013,Age in five-year groups for the census usually resident population count,50-54,66,number,Number of people,
Chatham Islands,Area Outside Region,2013,Age in five-year groups for the census usually resident population count,55-59,45,number,Number of people,
Chatham Islands,Area Outside Region,2013,Age in five-year groups for the census usually resident population count,60-64,39,number,Number of people,
Chatham Islands,Area Outside Region,2013,Age in five-year groups for the census usually resident population count,65-*,72,number,Number of people,
Chatham Islands,Area Outside Region,2013,Age in five-year groups for the census usually resident population count,Total people,600,number,Number of people,
Chatham Islands,Area Outside Region,2001,Age in broad groups for the census usually resident population count,*-14,177,number,Number of people,
Chatham Islands,Area Outside Region,2001,Age in broad groups for the census usually resident population count,15-64,504,number,Number of people,
Chatham Islands,Area Outside Region,2001,Age in broad groups for the census usually resident population count,65-*,42,number,Number of people,
Chatham Islands,Area Outside Region,2001,Age in broad groups for the census usually resident population count,Total people,726,number,Number of people,
Chatham Islands,Area Outside Region,2006,Age in broad groups for the census usually resident population count,*-14,141,number,Number of people,
Chatham Islands,Area Outside Region,2006,Age in broad groups for the census usually resident population count,15-64,426,number,Number of people,
Chatham Islands,Area Outside Region,2006,Age in broad groups for the census usually resident population count,65-*,54,number,Number of people,
Chatham Islands,Area Outside Region,2006,Age in broad groups for the census usually resident population count,Total people,621,number,Number of people,
Chatham Islands,Area Outside Region,2013,Age in broad groups for the census usually resident population count,*-14,120,number,Number of people,
Chatham Islands,Area Outside Region,2013,Age in broad groups for the census usually resident population count,15-64,405,number,Number of people,
Chatham Islands,Area Outside Region,2013,Age in broad groups for the census usually resident population count,65-*,72,number,Number of people,
Chatham Islands,Area Outside Region,2013,Age in broad groups for the census usually resident population count,Total people,600,number,Number of people,
New Zealand,Total New Zealand,2001,Age in five-year groups for the census usually resident population count,0-4,270801,number,Number of people,
New Zealand,Total New Zealand,2001,Age in five-year groups for the census usually resident population count,5-9,286203,number,Number of people,
New Zealand,Total New Zealand,2001,Age in five-year groups for the census usually resident population count,10-14,290739,number,Number of people,
New Zealand,Total New Zealand,2001,Age in five-year groups for the census usually resident population count,15-19,265281,number,Number of people,
New Zealand,Total New Zealand,2001,Age in five-year groups for the census usually resident population count,20-24,239784,number,Number of people,
New Zealand,Total New Zealand,2001,Age in five-year groups for the census usually resident population count,25-29,246900,number,Number of people,
New Zealand,Total New Zealand,2001,Age in five-year groups for the census usually resident population count,30-34,279276,number,Number of people,
New Zealand,Total New Zealand,2001,Age in five-year groups for the census usually resident population count,35-39,297462,number,Number of people,
New Zealand,Total New Zealand,2001,Age in five-year groups for the census usually resident population count,40-44,285618,number,Number of people,
New Zealand,Total New Zealand,2001,Age in five-year groups for the census usually resident population count,45-49,251784,number,Number of people,
New Zealand,Total New Zealand,2001,Age in five-year groups for the census usually resident population count,50-54,236169,number,Number of people,
New Zealand,Total New Zealand,2001,Age in five-year groups for the census usually resident population count,55-59,182262,number,Number of people,
New Zealand,Total New Zealand,2001,Age in five-year groups for the census usually resident population count,60-64,154569,number,Number of people,
New Zealand,Total New Zealand,2001,Age in five-year groups for the census usually resident population count,65-*,450423,number,Number of people,
New Zealand,Total New Zealand,2001,Age in five-year groups for the census usually resident population count,Total people,3737280,number,Number of people,
New Zealand,Total New Zealand,2006,Age in five-year groups for the census usually resident population count,0-4,275079,number,Number of people,
New Zealand,Total New Zealand,2006,Age in five-year groups for the census usually resident population count,5-9,286488,number,Number of people,
New Zealand,Total New Zealand,2006,Age in five-year groups for the census usually resident population count,10-14,306009,number,Number of people,
New Zealand,Total New Zealand,2006,Age in five-year groups for the census usually resident population count,15-19,300198,number,Number of people,
New Zealand,Total New Zealand,2006,Age in five-year groups for the census usually resident population count,20-24,270978,number,Number of people,
New Zealand,Total New Zealand,2006,Age in five-year groups for the census usually resident population count,25-29,242442,number,Number of people,
New Zealand,Total New Zealand,2006,Age in five-year groups for the census usually resident population count,30-34,276561,number,Number of people,
New Zealand,Total New Zealand,2006,Age in five-year groups for the census usually resident population count,35-39,301554,number,Number of people,
New Zealand,Total New Zealand,2006,Age in five-year groups for the census usually resident population count,40-44,313698,number,Number of people,
New Zealand,Total New Zealand,2006,Age in five-year groups for the census usually resident population count,45-49,293421,number,Number of people,
New Zealand,Total New Zealand,2006,Age in five-year groups for the census usually resident population count,50-54,252729,number,Number of people,
New Zealand,Total New Zealand,2006,Age in five-year groups for the census usually resident population count,55-59,233571,number,Number of people,
New Zealand,Total New Zealand,2006,Age in five-year groups for the census usually resident population count,60-64,179613,number,Number of people,
New Zealand,Total New Zealand,2006,Age in five-year groups for the census usually resident population count,65-*,495606,number,Number of people,
New Zealand,Total New Zealand,2006,Age in five-year groups for the census usually resident population count,Total people,4027947,number,Number of people,
New Zealand,Total New Zealand,2013,Age in five-year groups for the census usually resident population count,0-4,292041,number,Number of people,
New Zealand,Total New Zealand,2013,Age in five-year groups for the census usually resident population count,5-9,286758,number,Number of people,
New Zealand,Total New Zealand,2013,Age in five-year groups for the census usually resident population count,10-14,286833,number,Number of people,
New Zealand,Total New Zealand,2013,Age in five-year groups for the census usually resident population count,15-19,295758,number,Number of people,
New Zealand,Total New Zealand,2013,Age in five-year groups for the census usually resident population count,20-24,290688,number,Number of people,
New Zealand,Total New Zealand,2013,Age in five-year groups for the census usually resident population count,25-29,258135,number,Number of people,
New Zealand,Total New Zealand,2013,Age in five-year groups for the census usually resident population count,30-34,256554,number,Number of people,
New Zealand,Total New Zealand,2013,Age in five-year groups for the census usually resident population count,35-39,267519,number,Number of people,
New Zealand,Total New Zealand,2013,Age in five-year groups for the census usually resident population count,40-44,305754,number,Number of people,
New Zealand,Total New Zealand,2013,Age in five-year groups for the census usually resident population count,45-49,301635,number,Number of people,
New Zealand,Total New Zealand,2013,Age in five-year groups for the census usually resident population count,50-54,299994,number,Number of people,
New Zealand,Total New Zealand,2013,Age in five-year groups for the census usually resident population count,55-59,260187,number,Number of people,
New Zealand,Total New Zealand,2013,Age in five-year groups for the census usually resident population count,60-64,233163,number,Number of people,
New Zealand,Total New Zealand,2013,Age in five-year groups for the census usually resident population count,65-*,607035,number,Number of people,
New Zealand,Total New Zealand,2013,Age in five-year groups for the census usually resident population count,Total people,4242048,number,Number of people,
New Zealand,Total New Zealand,2001,Age in broad groups for the census usually resident population count,*-14,847740,number,Number of people,
New Zealand,Total New Zealand,2001,Age in broad groups for the census usually resident population count,15-64,2439111,number,Number of people,
New Zealand,Total New Zealand,2001,Age in broad groups for the census usually resident population count,65-*,450423,number,Number of people,
New Zealand,Total New Zealand,2001,Age in broad groups for the census usually resident population count,Total people,3737280,number,Number of people,
New Zealand,Total New Zealand,2006,Age in broad groups for the census usually resident population count,*-14,867573,number,Number of people,
New Zealand,Total New Zealand,2006,Age in broad groups for the census usually resident population count,15-64,2664768,number,Number of people,
New Zealand,Total New Zealand,2006,Age in broad groups for the census usually resident population count,65-*,495606,number,Number of people,
New Zealand,Total New Zealand,2006,Age in broad groups for the census usually resident population count,Total people,4027947,number,Number of people,
New Zealand,Total New Zealand,2013,Age in broad groups for the census usually resident population count,*-14,865632,number,Number of people,
New Zealand,Total New Zealand,2013,Age in broad groups for the census usually resident population count,15-64,2769384,number,Number of people,
New Zealand,Total New Zealand,2013,Age in broad groups for the census usually resident population count,65-*,607032,number,Number of people,
New Zealand,Total New Zealand,2013,Age in broad groups for the census usually resident population count,Total people,4242048,number,Number of people,
